InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,Country,Product,TotalAmount
970910,41348,2023-01-20,2,1087.569306679122,UAE,Shoes,2175.138613358244
484681,74732,2023-08-09,8,990.5946067363683,India,Perfume,7924.756853890946
249503,11177,2023-05-03,9,1420.5895658976976,UK,Perfume,12785.306093079278
754811,14760,2023-08-22,4,182.61995230722,India,Bags,730.47980922888
627035,42779,2023-08-09,9,427.888803545542,UAE,Watch,3850.999231909878
748143,31636,2023-11-19,4,468.4013991810572,USA,Shoes,1873.6055967242287
552366,91889,2023-12-05,9,1489.393971941295,USA,Perfume,13404.545747471655
165725,63551,2023-01-03,7,418.8204578371431,USA,T-shirt,2931.7432048600017
229981,21556,2023-07-01,2,1168.3089395874044,UAE,T-shirt,2336.617879174809
184654,37598,2023-07-25,9,469.7254499768597,India,Watch,4227.529049791738
691723,21563,2023-11-16,4,1730.168652663758,UK,Bags,6920.674610655032
419030,56819,2023-02-09,8,1887.2616362547951,UAE,Bags,15098.093090038361
428947,83770,2023-02-28,7,1061.061301137369,USA,Bags,7427.429107961582
655839,36966,2023-03-03,7,737.0023242078977,India,T-shirt,5159.016269455284
373538,91709,2023-05-12,8,506.4126612841233,UK,Bags,4051.3012902729865
431236,69889,2023-03-01,1,147.07295296993533,UK,T-shirt,147.07295296993533
628178,36987,2023-11-27,5,573.575148585116,UAE,Watch,2867.87574292558
665894,88714,2023-05-02,2,1325.75977089337,UAE,Shoes,2651.51954178674
589492,68348,2023-04-17,2,1090.553016052961,UK,Perfume,2181.106032105922
356840,34596,2023-04-06,1,1890.8804926478085,UK,Watch,1890.8804926478085
573254,43174,2023-12-13,5,822.7406618588161,USA,T-shirt,4113.70330929408
449457,74106,2023-08-23,2,1403.0335175403693,UK,Watch,2806.0670350807386
765987,79967,2023-03-03,4,1004.1793575764867,UAE,Perfume,4016.717430305947
370936,69182,2023-09-13,3,1049.5236210522128,India,Shoes,3148.5708631566386
339931,97163,2023-02-18,3,572.1599134780291,USA,Perfume,1716.4797404340875
339629,49310,2023-12-14,2,937.1540148418994,USA,T-shirt,1874.3080296837988
305041,66088,2023-06-08,6,968.0307441747792,UK,Perfume,5808.1844650486755
798361,18906,2023-05-04,2,1427.9529174104212,India,Watch,2855.9058348208423
831912,46914,2023-11-13,8,1884.247998412922,USA,Bags,15073.983987303376
517113,55379,2023-07-26,8,692.1764910908834,UAE,Watch,5537.411928727067
168148,88612,2023-02-17,5,132.29091373353197,UK,T-shirt,661.4545686676598
877089,47650,2023-05-16,7,1017.7754947262474,UAE,Shoes,7124.428463083732
748531,56881,2023-07-20,4,1111.6995976908788,UK,Perfume,4446.798390763515
351995,56413,2023-09-07,1,378.4590747072347,USA,Shoes,378.4590747072347
778843,16012,2023-11-10,2,1532.9059822383301,UK,T-shirt,3065.8119644766603
672843,60115,2023-12-23,4,1970.6117614609086,India,Perfume,7882.447045843634
356508,17151,2023-11-14,1,1894.2606981664987,UAE,Watch,1894.2606981664987
903591,67716,2023-10-22,8,434.35677570612177,India,Watch,3474.854205648974
996942,46378,2023-11-10,9,1756.9583178064834,UAE,T-shirt,15812.624860258351
206530,52652,2023-07-28,4,1423.7625910027853,UAE,Perfume,5695.050364011141
704365,82430,2023-12-21,3,935.0007994234776,UK,Watch,2805.002398270433
922352,23467,2023-07-30,2,1104.1914389332217,USA,T-shirt,2208.3828778664433
560337,41010,2023-07-11,5,1706.7203412157933,USA,T-shirt,8533.601706078967
824839,64691,2023-02-13,3,986.2631322948276,India,Shoes,2958.789396884483
905889,74157,2023-01-29,7,777.7543697549974,UK,Watch,5444.280588284982
559773,22289,2023-02-28,6,1011.8326114006724,USA,Perfume,6070.995668404034
308261,54976,2023-03-12,1,1179.3031178683457,UAE,Watch,1179.3031178683457
864469,53596,2023-04-02,8,418.70142486778025,UAE,Watch,3349.611398942242
441097,33171,2023-09-22,2,1806.770074020632,UK,Watch,3613.540148041264
415139,96365,2023-08-08,5,1364.6645502177469,India,T-shirt,6823.322751088735
271829,54139,2023-08-03,9,1284.8743888081033,UK,Bags,11563.869499272929
371836,58713,2023-10-04,8,244.01764105224436,India,Bags,1952.1411284179549
538974,39734,2023-03-05,2,1228.139179436554,UK,Shoes,2456.278358873108
302283,82588,2023-12-12,9,285.87329136506,UAE,Watch,2572.8596222855404
296769,73646,2023-10-19,5,203.46046663102814,UK,Bags,1017.3023331551407
661353,13654,2023-09-02,6,1078.256246502667,USA,Shoes,6469.537479016002
323165,99022,2023-03-03,3,835.4317913906652,USA,T-shirt,2506.2953741719957
723587,28743,2023-11-28,3,1198.1800268046352,UK,Watch,3594.5400804139053
635822,58368,2023-06-19,8,223.98322771161526,India,Perfume,1791.865821692922
587879,84172,2023-09-26,2,890.4169725521539,India,T-shirt,1780.8339451043078
664685,16441,2023-09-24,2,390.83409433805804,UAE,Shoes,781.6681886761161
882038,34611,2023-02-23,5,1974.8451675520273,UAE,T-shirt,9874.225837760136
453531,22149,2023-01-16,6,1144.24291424859,India,Perfume,6865.457485491541
363160,69189,2023-01-08,2,1390.5018788346913,UK,T-shirt,2781.0037576693826
679879,31675,2023-04-14,5,684.5656473310852,UAE,Shoes,3422.828236655426
320884,81031,2023-02-28,7,234.7408838197211,India,Perfume,1643.1861867380476
123247,52668,2023-11-09,8,1952.9481824278964,India,Perfume,15623.585459423171
124300,23673,2023-02-09,7,608.2051189972073,UK,T-shirt,4257.435832980451
567281,86666,2023-08-25,8,876.4259610884698,USA,Perfume,7011.407688707758
707086,98204,2023-04-04,9,1317.2346473200212,India,T-shirt,11855.11182588019
633556,90758,2023-08-10,5,98.15973048791702,UAE,Watch,490.7986524395851
448951,75429,2023-07-23,5,1630.0053045087095,UK,Perfume,8150.026522543548
374329,33669,2023-05-18,4,1096.3274705558094,UK,T-shirt,4385.309882223238
819064,44068,2023-10-27,9,592.5235147842031,UK,Watch,5332.711633057828
842139,98789,2023-07-26,5,170.13557132031502,USA,Perfume,850.6778566015751
532315,19435,2023-12-02,2,366.8719101751608,USA,Watch,733.7438203503216
616588,62249,2023-03-22,8,1795.316024764202,UAE,Perfume,14362.528198113616
336584,47384,2023-08-06,7,1387.7472366749876,UAE,Shoes,9714.230656724912
662332,91929,2023-01-02,8,537.3083571919352,UK,Shoes,4298.466857535482
937646,86153,2023-06-27,3,177.9214916428076,UAE,T-shirt,533.7644749284228
476896,85388,2023-12-12,4,1396.699859153941,India,Bags,5586.799436615764
148984,41401,2023-10-06,5,1166.195065637142,USA,Shoes,5830.97532818571
402918,81831,2023-05-26,6,838.8130726935583,UK,Bags,5032.87843616135
364712,44084,2023-11-14,1,759.0423259206244,UK,Watch,759.0423259206244
220151,65826,2023-08-12,4,472.7878380617612,India,Watch,1891.1513522470448
555808,46451,2023-03-03,5,1355.7419502481594,India,Bags,6778.709751240796
233767,17227,2023-10-21,7,1942.8026541980475,India,T-shirt,13599.618579386333
748663,41910,2023-08-27,5,392.6447293818104,India,Perfume,1963.2236469090521
803550,46041,2023-07-14,1,1214.3774090302315,UK,Bags,1214.3774090302315
236330,98920,2023-06-15,7,877.1608587046536,USA,Bags,6140.126010932575
580754,75681,2023-08-10,8,921.0430074020966,USA,Bags,7368.344059216773
401648,91571,2023-03-02,7,545.5871962492381,India,Bags,3819.1103737446665
788519,75481,2023-05-09,4,1659.0130075397672,UAE,Bags,6636.052030159069
113986,78576,2023-06-22,8,996.2484280871201,UK,T-shirt,7969.987424696961
686146,74174,2023-06-05,5,1109.641411786615,USA,Shoes,5548.207058933075
229312,36160,2023-04-20,9,644.2837799547852,India,Perfume,5798.554019593067
112666,27633,2023-09-26,5,404.526508050552,UAE,Shoes,2022.63254025276
400804,27014,2023-12-22,1,217.52525699549994,UAE,Bags,217.52525699549994
234633,90532,2023-10-05,9,1442.532324803586,India,Shoes,12982.790923232275
388998,59104,2023-03-15,5,432.65684929131845,UK,T-shirt,2163.2842464565924
950937,51621,2023-07-26,6,1395.6469406681556,USA,Watch,8373.881644008934
728776,87231,2023-10-06,4,811.23406979156,UAE,Shoes,3244.93627916624
807611,78388,2023-11-22,6,860.7608619298204,USA,Perfume,5164.565171578923
384806,26014,2023-12-06,8,964.8961173809048,USA,T-shirt,7719.168939047238
894824,43755,2023-12-23,3,767.0315908487092,UAE,Watch,2301.094772546128
130535,50390,2023-12-06,5,246.20895558405067,India,T-shirt,1231.0447779202534
475713,33711,2023-07-23,2,653.7820295055493,UAE,Bags,1307.5640590110986
938688,67993,2023-06-10,2,1344.28200335318,UAE,Watch,2688.56400670636
451279,84696,2023-01-28,7,1348.2795828642984,UK,Perfume,9437.957080050088
921654,37213,2023-09-14,6,608.137399117989,USA,Watch,3648.8243947079345
701661,67784,2023-06-14,4,947.2001217874915,India,Perfume,3788.800487149966
747972,17421,2023-03-04,5,427.22209462327805,USA,Bags,2136.1104731163905
589570,96936,2023-01-22,1,460.2255589831798,UAE,Perfume,460.2255589831798
556551,27727,2023-03-11,7,94.94182239288445,India,T-shirt,664.5927567501911
373109,14358,2023-04-06,8,1798.655772320102,India,Shoes,14389.246178560816
124538,75108,2023-06-12,9,460.8779968960671,India,T-shirt,4147.901972064604
994498,42117,2023-03-20,8,493.69106002610346,India,T-shirt,3949.5284802088277
301664,98700,2023-01-05,5,595.222793658007,UK,Watch,2976.1139682900352
591234,41910,2023-11-12,3,298.4457398060865,India,Bags,895.3372194182596
999684,65754,2023-04-30,9,1296.5626222036574,UAE,Shoes,11669.063599832916
239182,72438,2023-10-29,6,196.5287586962938,UK,Perfume,1179.1725521777628
572525,39371,2023-06-27,5,311.69473133638303,UAE,Watch,1558.4736566819151
258338,61501,2023-06-25,3,1307.275616850681,UAE,Bags,3921.8268505520427
284064,70946,2023-08-05,6,712.3382099388133,USA,Shoes,4274.02925963288
314020,48467,2023-02-25,3,1430.4982620673186,India,T-shirt,4291.494786201956
723094,27625,2023-07-06,6,1136.9782521067768,India,Bags,6821.869512640661
997421,43893,2023-08-20,4,549.2412874699505,UAE,Bags,2196.965149879802
715270,86329,2023-09-12,2,1319.1145034541896,India,Bags,2638.2290069083792
745914,41007,2023-04-14,8,276.73367657111726,UK,T-shirt,2213.869412568938
219176,49532,2023-03-18,4,1096.0002470060592,USA,Perfume,4384.000988024237
318126,64253,2023-08-18,9,902.4388048378175,India,Watch,8121.949243540358
318969,22323,2023-09-15,7,572.3534864940095,India,Perfume,4006.474405458067
222409,83379,2023-09-21,2,1227.8097455920251,UK,Shoes,2455.6194911840503
647707,24210,2023-11-27,4,1749.1005050635508,USA,Watch,6996.402020254203
353618,26456,2023-07-01,5,1997.8641645379996,UK,Shoes,9989.320822689999
869598,41367,2023-09-13,3,1235.1373990496777,UAE,T-shirt,3705.412197149033
150015,64624,2023-02-07,9,839.1764549418818,UAE,Perfume,7552.588094476937
872838,20106,2023-06-25,5,489.15384542159313,India,Bags,2445.769227107966
222096,78008,2023-01-27,2,551.3373743204679,USA,Watch,1102.6747486409358
731347,82240,2023-10-03,3,984.9372073920431,UAE,Bags,2954.8116221761293
285340,74315,2023-05-20,9,766.1915174973831,UK,Shoes,6895.723657476447
210687,79249,2023-10-26,7,1831.9383191186412,UAE,Bags,12823.568233830489
974371,80587,2023-10-14,2,768.1761619286336,UAE,Bags,1536.3523238572673
511357,20756,2023-04-01,9,778.2169527335992,UK,T-shirt,7003.952574602393
835716,78011,2023-03-02,4,797.8922992462551,India,T-shirt,3191.5691969850204
205878,46378,2023-12-31,9,1681.4094102169333,USA,Perfume,15132.6846919524
827270,14255,2023-12-13,2,1319.0372256514586,India,Shoes,2638.074451302917
298286,24484,2023-06-12,4,1247.6292581218406,UK,T-shirt,4990.5170324873625
873290,66549,2023-12-17,5,701.5788936485312,UAE,T-shirt,3507.8944682426563
874684,44503,2023-05-23,2,1644.913144823257,USA,Perfume,3289.826289646514
264899,83794,2023-09-10,1,124.80952964361721,India,Watch,124.80952964361721
424767,55113,2023-09-26,7,1748.0544860593207,UK,Perfume,12236.381402415245
961882,84069,2023-10-18,1,1049.8623045981626,UAE,Bags,1049.8623045981626
979858,15249,2023-07-06,8,826.587957983655,UAE,Bags,6612.70366386924
479989,29201,2023-10-31,3,1019.4761973994871,India,T-shirt,3058.428592198461
515515,68576,2023-10-18,6,1351.4602845409706,UK,T-shirt,8108.761707245823
143585,19686,2023-03-27,7,74.89258170989984,UAE,Perfume,524.248071969299
471369,63363,2023-06-15,1,1749.5261200935831,UAE,Perfume,1749.5261200935831
164044,10661,2023-04-24,6,921.142074357216,USA,Shoes,5526.852446143295
542296,54843,2023-12-22,7,718.7847134151525,UAE,Bags,5031.492993906068
209556,70963,2023-07-02,6,319.57885298641133,India,Perfume,1917.473117918468
626981,52828,2023-07-26,4,906.9574799989622,UK,Watch,3627.8299199958487
981691,58604,2023-09-13,1,1017.8294040045388,UK,Shoes,1017.8294040045388
867595,20526,2023-08-23,9,837.1110542622816,USA,Perfume,7533.999488360535
300235,78910,2023-12-21,4,1373.3871829624493,UK,T-shirt,5493.548731849797
125939,35592,2023-01-03,7,870.7482310804908,India,Perfume,6095.237617563435
252906,38982,2023-07-27,7,1924.764276800818,UAE,T-shirt,13473.349937605726
642335,10207,2023-07-16,2,1218.5911597560041,USA,T-shirt,2437.1823195120082
388249,98733,2023-12-07,1,1624.5819745212225,UK,Bags,1624.5819745212225
175766,78619,2023-05-05,8,263.24401106348375,USA,Bags,2105.95208850787
508923,39328,2023-05-18,8,824.7180212445161,USA,Perfume,6597.744169956129
515192,56479,2023-12-05,7,706.8530178219478,UK,Perfume,4947.971124753634
668550,30103,2023-01-25,8,1160.490656866354,USA,Watch,9283.925254930831
487261,49891,2023-03-09,3,1729.17136411978,UK,Shoes,5187.51409235934
910208,20754,2023-03-02,2,202.759524635913,India,Shoes,405.519049271826
785440,91437,2023-01-29,7,191.52085618718604,UK,Perfume,1340.6459933103024
752664,82982,2023-01-19,8,1708.1195309073178,UAE,Bags,13664.956247258542
554589,65922,2023-06-20,1,465.057667774797,UK,Watch,465.057667774797
237848,58231,2023-03-15,9,1354.0688461771367,UAE,Shoes,12186.61961559423
717075,39301,2023-03-02,4,1108.6123581035702,USA,Perfume,4434.449432414281
227948,72711,2023-06-02,4,1674.1425100300976,UK,Bags,6696.57004012039
679304,51323,2023-10-03,3,293.9233741809869,UAE,Bags,881.7701225429607
502690,28752,2023-02-17,6,303.076783159092,UK,Bags,1818.4606989545518
599046,92205,2023-07-30,1,1135.7958025426997,UK,T-shirt,1135.7958025426997
551269,23395,2023-12-09,6,1895.4383740488233,UK,Bags,11372.630244292941
121959,95957,2023-05-19,2,859.2456288229708,India,Perfume,1718.4912576459417
760890,66273,2023-04-20,9,687.5370954966552,UAE,Watch,6187.833859469896
850216,14895,2023-07-02,2,1233.0441802358773,India,Perfume,2466.0883604717546
890180,86559,2023-01-28,7,1864.3747710628106,India,Bags,13050.623397439675
328576,20699,2023-07-16,1,1682.009274047016,UAE,Watch,1682.009274047016
637833,75061,2023-07-10,7,1991.1930409297788,UK,Shoes,13938.351286508452
265838,19715,2023-11-11,5,94.00873724463533,India,Shoes,470.0436862231766
435674,29169,2023-02-20,8,270.0733821898864,India,Perfume,2160.587057519091
979989,26163,2023-05-29,4,1238.462138564913,India,Watch,4953.848554259652
161087,15782,2023-09-25,7,1650.124056701007,UK,Perfume,11550.86839690705
693128,98177,2023-02-19,6,606.2264674981948,India,Watch,3637.3588049891687
218451,94328,2023-09-03,5,516.4616216667266,USA,Watch,2582.308108333633
547600,45585,2023-04-23,4,1584.6028087933416,UAE,Perfume,6338.411235173367
937437,40682,2023-06-19,7,159.94461501380158,USA,Watch,1119.6123050966112
539792,57864,2023-06-15,5,770.2961627860409,UK,Bags,3851.4808139302045
139353,94416,2023-01-14,5,1036.327984055043,India,Watch,5181.639920275215
293075,65114,2023-07-22,1,1142.6799149831306,UAE,Watch,1142.6799149831306
314283,48067,2023-10-15,2,1470.7995557459149,India,Perfume,2941.5991114918297
414877,52685,2023-07-08,5,741.9491606897835,UK,Shoes,3709.7458034489177
165318,28073,2023-06-04,3,1244.734472115484,UAE,T-shirt,3734.2034163464523
865313,46035,2023-02-24,2,1191.4820744423648,USA,Watch,2382.9641488847296
582690,74977,2023-07-01,4,1117.8513962748068,UAE,T-shirt,4471.405585099227
516880,93362,2023-07-29,4,1298.9424216273137,India,Watch,5195.769686509255
691460,75450,2023-03-16,4,555.9258835827488,UAE,Perfume,2223.7035343309954
840976,20382,2023-10-04,4,215.0650694900265,UK,Perfume,860.260277960106
881239,14437,2023-05-13,3,282.5797604774997,UK,Watch,847.7392814324991
193264,80971,2023-12-09,7,487.9356461751071,UAE,Perfume,3415.5495232257495
870746,74612,2023-02-28,9,1025.3859742694312,UK,Perfume,9228.473768424881
913168,71929,2023-12-11,5,1688.8633635647393,UK,Watch,8444.316817823696
325281,22329,2023-07-01,4,1417.522017072349,UK,Shoes,5670.088068289396
737147,35169,2023-12-05,2,1588.629178193992,USA,Watch,3177.258356387984
998613,97468,2023-11-17,2,734.4024666558782,India,Shoes,1468.8049333117565
494070,44594,2023-03-05,5,839.0747962146728,UK,Perfume,4195.373981073364
452228,86957,2023-11-23,7,817.679677681695,UAE,Shoes,5723.757743771865
531839,70631,2023-09-17,9,424.15270958877795,UK,Perfume,3817.3743862990013
369536,55033,2023-07-12,7,169.37248337996544,USA,Shoes,1185.6073836597582
417824,73133,2023-05-23,5,1202.2863810130923,UAE,Shoes,6011.431905065461
357426,83165,2023-04-14,6,1978.972532670143,India,Watch,11873.835196020858
277789,83861,2023-08-02,3,375.31792465301254,UAE,Shoes,1125.9537739590376
613153,62290,2023-08-30,5,141.0353988035838,UAE,Perfume,705.176994017919
842452,41750,2023-07-28,8,1570.0867795566692,UAE,Watch,12560.694236453353
937291,50461,2023-04-03,1,542.5427130352122,UAE,Shoes,542.5427130352122
225657,83800,2023-05-22,1,1667.8054204382104,UK,Watch,1667.8054204382104
335167,88222,2023-04-22,7,1422.676500717305,India,T-shirt,9958.735505021135
781669,34226,2023-02-28,5,1894.0633972490689,UK,Watch,9470.316986245345
580671,16721,2023-02-12,5,847.4081097255104,USA,T-shirt,4237.040548627552
819094,66154,2023-07-26,1,1340.8411869287365,USA,T-shirt,1340.8411869287365
170467,30609,2023-09-25,9,956.4668225858778,UAE,Watch,8608.2014032729
283734,62130,2023-10-23,1,1279.6479597516598,UK,Perfume,1279.6479597516598
722794,82909,2023-04-28,5,926.7178667150878,UK,Perfume,4633.589333575439
209751,65249,2023-01-20,9,417.8328805269459,India,Perfume,3760.495924742513
481050,58895,2023-08-10,4,1040.3999612065927,India,Bags,4161.599844826371
911774,15656,2023-06-15,8,1080.7391928030127,India,T-shirt,8645.913542424101
792517,84520,2023-05-11,6,1630.677504107314,UK,Watch,9784.065024643884
561079,73740,2023-06-05,3,1484.2653762974833,India,Perfume,4452.79612889245
468452,74309,2023-07-03,4,1344.393666685816,India,Perfume,5377.574666743264
206081,39984,2023-03-31,2,271.1048363275164,India,Watch,542.2096726550328
713333,83822,2023-04-04,1,1455.2017667942443,UAE,T-shirt,1455.2017667942443
658986,15901,2023-01-13,8,1025.5950548913038,USA,Watch,8204.76043913043
210078,41552,2023-11-18,1,1793.4940954070105,USA,Bags,1793.4940954070105
967055,41055,2023-10-20,1,1843.7483215545585,UK,Bags,1843.7483215545585
122671,47685,2023-08-18,4,157.55535167348165,UK,Watch,630.2214066939266
518400,83965,2023-11-18,6,1650.2510426912336,UAE,T-shirt,9901.5062561474
455528,24716,2023-10-19,9,123.5099113242077,USA,Perfume,1111.5892019178693
710490,21138,2023-01-26,1,765.9807701052941,India,Bags,765.9807701052941
151663,45298,2023-03-16,7,1107.4849524611043,India,Bags,7752.39466722773
115708,61112,2023-12-30,5,338.7965573228985,UK,T-shirt,1693.9827866144924
978338,33429,2023-10-26,8,1505.3119345096998,USA,Bags,12042.495476077598
411955,60200,2023-05-30,7,66.29167313567021,UK,Bags,464.0417119496915
233883,81308,2023-05-28,4,378.7681444463718,UK,T-shirt,1515.0725777854873
418394,58244,2023-01-08,4,1182.5538182142775,India,Watch,4730.21527285711
212547,27347,2023-01-29,6,1443.0557459727202,India,Perfume,8658.33447583632
659042,26920,2023-10-23,6,1837.4540502531365,USA,Perfume,11024.72430151882
851102,41822,2023-07-28,9,1425.7184712725166,UK,Bags,12831.46624145265
862002,56659,2023-05-08,5,1359.9695769969885,UAE,Perfume,6799.8478849849425
242483,50108,2023-12-06,8,818.9652353837954,USA,Watch,6551.721883070363
758271,99099,2023-04-26,5,52.50462977726276,UK,Bags,262.5231488863138
314835,17967,2023-05-24,2,284.31055453446277,USA,Perfume,568.6211090689255
501896,21871,2023-11-14,6,1092.3813622742764,USA,Shoes,6554.288173645658
184896,87452,2023-08-23,9,1366.5032773966184,USA,Shoes,12298.529496569565
577095,84270,2023-01-07,3,864.0241535981019,UAE,Shoes,2592.0724607943057
171295,43613,2023-02-14,1,1474.8240724803609,UAE,Shoes,1474.8240724803609
843974,38179,2023-08-27,1,1067.6314758977487,India,Shoes,1067.6314758977487
987121,62188,2023-06-04,3,194.6435814089088,India,Bags,583.9307442267263
373255,65099,2023-06-30,5,424.4316893875002,UK,T-shirt,2122.158446937501
399648,45262,2023-08-03,3,1687.9965353256887,USA,T-shirt,5063.989605977066
757162,88213,2023-03-29,9,1463.579855917657,UK,Bags,13172.218703258912
108155,28268,2023-09-13,8,1794.7858746743652,India,Bags,14358.286997394922
566872,87866,2023-03-14,3,279.2366357858263,UAE,Watch,837.7099073574789
925816,96269,2023-06-28,9,1980.933942499394,India,T-shirt,17828.40548249455
474705,70545,2023-07-31,6,458.34309220237054,UK,Shoes,2750.058553214223
671542,82146,2023-10-20,7,72.97075875895192,India,Bags,510.79531131266344
908350,81966,2023-08-22,4,1994.9747311544306,UK,Shoes,7979.8989246177225
710269,49922,2023-08-27,4,598.0940766179706,UK,T-shirt,2392.3763064718823
654594,89364,2023-08-11,2,1352.6379323994918,UK,Perfume,2705.2758647989835
247718,52913,2023-04-29,5,394.53051264379513,UK,Perfume,1972.6525632189757
408987,65677,2023-11-09,8,1181.4456377883264,India,Bags,9451.565102306611
745263,59841,2023-09-21,7,1812.8682235863905,UK,Watch,12690.077565104733
458745,56332,2023-07-26,7,674.3532764854552,UK,Shoes,4720.472935398187
207512,35032,2023-04-05,6,1356.9952532865004,USA,Bags,8141.971519719003
247443,47846,2023-08-10,3,416.4119981569122,UK,Watch,1249.2359944707366
570587,69474,2023-10-03,5,1268.3510275015142,India,Shoes,6341.755137507571
473616,54936,2023-08-19,1,706.0781860441448,UK,T-shirt,706.0781860441448
757409,39794,2023-11-05,7,461.85610424650577,UAE,Perfume,3232.9927297255404
786976,71588,2023-04-29,9,660.7049988720885,UAE,Watch,5946.344989848796
465871,80984,2023-09-25,1,398.7400835902087,UK,Shoes,398.7400835902087
475037,60331,2023-09-30,2,1808.7364102838715,UAE,Bags,3617.472820567743
907364,38141,2023-03-05,3,824.5144283184012,UAE,Shoes,2473.5432849552035
217796,19074,2023-10-25,3,528.2946447000163,India,Bags,1584.883934100049
391999,16406,2023-12-16,8,924.3952899810691,USA,Perfume,7395.162319848553
292506,33291,2023-01-11,7,675.0455252726663,UAE,Perfume,4725.318676908664
798376,51568,2023-04-08,6,1501.6175449359857,UAE,Shoes,9009.705269615915
369544,56851,2023-03-12,4,1943.878828176714,USA,Shoes,7775.515312706856
480002,64823,2023-12-30,9,904.1656305604113,USA,Bags,8137.490675043701
798002,33312,2023-02-27,1,1729.0151299458687,UAE,Bags,1729.0151299458687
639439,53108,2023-10-17,2,1153.432993441258,UK,Watch,2306.865986882516
690978,76918,2023-09-08,4,356.60954693375527,UAE,Watch,1426.438187735021
628787,44171,2023-10-03,3,1396.714347058616,UK,Watch,4190.143041175848
630583,51779,2023-02-19,1,1051.1972693953494,UK,Shoes,1051.1972693953494
488215,78828,2023-12-24,5,1318.6827203416017,UK,Watch,6593.413601708008
421184,22411,2023-08-04,7,1784.8904545147466,USA,Shoes,12494.233181603226
898615,67009,2023-02-21,2,908.8474127792898,UAE,Perfume,1817.6948255585796
522515,25422,2023-09-28,5,1807.2963652738435,UAE,T-shirt,9036.481826369218
768234,52468,2023-03-25,6,1513.8045778492271,India,Perfume,9082.827467095363
478480,42371,2023-10-20,7,1002.7796054620703,USA,Shoes,7019.457238234492
132711,67022,2023-05-06,1,1226.283164533029,India,Shoes,1226.283164533029
891971,81229,2023-10-23,7,684.8832084120723,India,T-shirt,4794.182458884507
601157,61196,2023-03-13,4,1968.0147344906097,UK,Bags,7872.058937962439
284423,90354,2023-10-23,8,1351.3347679482722,USA,Bags,10810.678143586178
616349,36715,2023-08-24,4,135.50136236842832,India,Bags,542.0054494737133
803714,37605,2023-02-25,6,686.9127162086171,UAE,Watch,4121.476297251703
757917,41174,2023-12-26,9,1265.4631458301621,India,Bags,11389.16831247146
